no_plan;nombre_piece;surface_reelle;type_local;surface_carre
228;2;26;Appartement;40.07
1108;2;38;Appartement;37.78
316;1;22;Appartement;23.11
534;4;129;Appartement;121.5
77;4;78;Appartement;66.84
28;2;64;Appartement;65.85
43;3;58;Appartement;57.99
44;3;73;Appartement;69.84
116;2;29;Appartement;29.87
280;2;66;Appartement;66.12
151;5;126;Maison;98.58
43;4;70;Appartement;81.42
355;2;30;Appartement;30.64
916;3;55;Appartement;47.25
751;4;130;Appartement;112.9
45;2;63;Maison;54.46
35;2;44;Appartement;44.31
16;3;78;Appartement;87.82
144;2;45;Appartement;44.03
239;1;20;Appartement;19.31
692;2;42;Appartement;42.1
2;2;35;Appartement;29.46
695;4;87;Appartement;84.55
73;2;32;Appartement;30.49
135;1;21;Appartement;21.86
126;1;19;Appartement;19.52
450;2;43;Appartement;43.46
512;4;102;Maison;96.76
38;3;68;Appartement;67.74
690;2;46;Appartement;46
145;1;24;Appartement;50.89
1109;2;28;Appartement;30.25
273;2;29;Appartement;30.61
813;1;30;Appartement;22.62
692;2;42;Appartement;43.71
317;3;62;Appartement;62.3
348;3;51;Appartement;51.26
77;2;43;Appartement;43.13
129;3;55;Maison;58.76
9;2;47;Appartement;46.01
234;2;45;Appartement;45.35
115;1;18;Appartement;18.05
267;3;54;Appartement;47.85
239;1;18;Appartement;18.14
25;2;50;Appartement;101.54
197;3;70;Appartement;91.77
147;4;72;Appartement;75.05
45;2;38;Maison;37.48
174;1;21;Appartement;19.29
470;2;46;Appartement;45.34
235;2;42;Appartement;42.39
133;1;58;Appartement;20.5
114;4;73;Appartement;78.17
2;2;50;Appartement;49.66
100;2;26;Appartement;25.74
349;2;37;Appartement;34.88
84;3;83;Appartement;83.02
239;3;63;Appartement;64.52
162;4;83;Appartement;77.26
346;3;58;Appartement;57.63
5;1;42;Appartement;42.02
266;1;12;Appartement;10.58
496;3;34;Maison;31.5
192;2;45;Appartement;43.9
32;2;44;Maison;50.57
1122;2;44;Appartement;45.13
102;1;33;Appartement;33.21
260;2;24;Maison;27.04
631;2;49;Appartement;54.8
756;2;40;Appartement;239.05
564;3;58;Appartement;57.74
92;4;87;Maison;104.21
85;3;58;Appartement;48.21
151;1;19;Appartement;19.85
103;3;60;Appartement;60.85
496;3;29;Appartement;29.23
70;3;75;Appartement;74.46
77;5;78;Appartement;73.85
114;3;60;Appartement;61.79
32;3;48;Appartement;47.17
32;1;54;Appartement;41.46
510;3;56;Appartement;54.64
1245;3;50;Appartement;50.3
198;3;57;Appartement;57.6
547;3;54;Appartement;52.4
1115;1;35;Appartement;52.44
1316;2;48;Appartement;70.25
202;3;57;Appartement;57.58
991;1;21;Appartement;21.04
2336;3;61;Appartement;62.5
529;4;92;Maison;91.55
28;2;57;Appartement;53.85
158;2;44;Appartement;46.28
850;5;110;Maison;90.25
23;3;43;Maison;47.6
98;3;71;Appartement;70.09
50;2;28;Appartement;28.9
864;2;45;Appartement;42.57
701;2;48;Appartement;37.31
538;4;52;Appartement;55.6
523;4;84;Appartement;83.02
495;5;81;Appartement;79.67
540;3;124;Appartement;124.35
34;1;33;Appartement;32.93
119;3;65;Appartement;58.88
91;4;77;Appartement;76.95
189;1;31;Appartement;30.44
62;2;45;Appartement;45.18
1190;3;67;Maison;68.35
140;4;140;Appartement;120.14
317;2;42;Appartement;41.58
260;2;26;Maison;29.25
217;6;94;Maison;96.8
752;3;138;Appartement;137.87
1084;3;67;Appartement;61.71
260;2;33;Appartement;32.3
437;3;80;Appartement;80.89
292;1;31;Appartement;34.77
241;1;22;Appartement;20.9
2254;2;40;Appartement;24.7
772;2;39;Appartement;39.88
957;2;38;Appartement;46.04
629;3;32;Appartement;39.48
174;2;30;Appartement;30.61
136;2;27;Appartement;29.24
2;2;49;Appartement;49.25
338;1;19;Appartement;19.8
45;3;60;Appartement;61.26
264;3;61;Appartement;63.28
45;4;80;Appartement;121.33
665;2;48;Appartement;48.27
77;3;50;Appartement;54.37
1180;3;58;Appartement;56.84
77;3;52;Appartement;52.81
643;1;50;Appartement;40.74
947;3;80;Appartement;111.12
203;2;42;Appartement;41.71
189;2;30;Appartement;30.53
3;3;52;Appartement;53.55
145;3;59;Appartement;59.72
364;3;70;Appartement;70.5
177;2;33;Appartement;31.32
43;3;62;Appartement;63.18
559;3;62;Appartement;61.9
884;4;44;Appartement;44.96
228;2;26;Appartement;37.91
672;3;46;Appartement;46.15
14;2;46;Appartement;47.05
75;3;48;Appartement;48.93
45;3;35;Maison;37.13
581;1;18;Appartement;18.26
45;2;48;Maison;32.77
77;2;51;Appartement;51.83
189;2;30;Appartement;29.65
631;3;77;Appartement;80.57
506;3;50;Maison;54.14
631;3;63;Appartement;66.07
413;3;37;Maison;36.36
211;2;74;Appartement;73.79
64;4;88;Appartement;84.45
893;2;35;Appartement;35.26
165;3;60;Appartement;46.71
348;2;34;Appartement;33.7
630;2;25;Appartement;24.88
497;4;70;Appartement;73.19
439;3;84;Appartement;84.66
1190;4;86;Appartement;110.25
875;4;94;Maison;94.9
83;1;22;Appartement;42.38
348;3;60;Appartement;57.8
695;2;46;Appartement;46.8
1877;3;63;Appartement;62.68
213;3;115;Appartement;117.35
2;2;23;Maison;44.55
893;2;43;Appartement;44.17
1045;3;62;Appartement;60.35
922;3;62;Appartement;60.94
219;2;63;Appartement;62.69
379;3;51;Appartement;12
308;3;64;Appartement;63.85
214;1;33;Appartement;40.05
9;3;43;Maison;43.1
570;1;22;Appartement;122.85
452;5;80;Appartement;78.95
567;2;39;Appartement;38.59
1;2;32;Appartement;32.66
284;2;36;Appartement;35.89
181;5;111;Appartement;109.01
16;1;23;Appartement;23.7
2;2;30;Appartement;30.37
85;1;23;Appartement;18
8;1;19;Appartement;19.59
110;3;85;Appartement;68.22
49;2;51;Appartement;51.4
32;2;23;Appartement;23.06
62;6;119;Appartement;137.03
3;1;34;Appartement;29.36
102;2;36;Maison;34.52
1246;1;82;Appartement;72.76
168;2;24;Appartement;23.42
110;1;55;Appartement;56.31
57;3;54;Maison;52.38
89;1;27;Appartement;20.91
758;2;38;Appartement;40.45
119;3;62;Appartement;63.91
2;1;20;Appartement;18.31
4;2;26;Appartement;25.56
4;2;27;Appartement;27.39
343;3;85;Maison;73.96
36;3;42;Appartement;39.13
129;2;32;Appartement;36.8
32;1;24;Appartement;24.19
7;1;20;Appartement;20.45
193;3;57;Maison;83.37
19;4;110;Maison;107.77
32;2;26;Appartement;21.27
16;1;18;Appartement;24.92
75;1;35;Appartement;35.29
758;2;30;Appartement;40
127;2;31;Appartement;31.96
635;3;32;Appartement;32.73
139;1;23;Appartement;18.57
129;3;52;Appartement;50.77
62;4;31;Maison;30.33
294;3;68;Appartement;65.79
76;3;41;Appartement;31.76
21;1;18;Appartement;17.64
139;1;19;Appartement;19.2
132;4;67;Appartement;71.45
22;1;20;Appartement;21.09
20;2;25;Appartement;25.91
712;3;55;Appartement;128
369;3;40;Appartement;39.34
167;2;53;Appartement;54.04
143;2;31;Appartement;31.15
376;3;74;Appartement;79.71
606;2;38;Appartement;36.35
176;4;96;Appartement;96.35
180;3;50;Maison;50.09
46;1;10;Appartement;10.2
2117;4;82;Maison;81.95
188;2;31;Appartement;31.28
26;2;21;Appartement;20.43
281;3;48;Appartement;48.25
1046;3;79;Appartement;93.32
13;3;38;Maison;35.94
5;2;29;Appartement;27.97
13;3;52;Maison;52.36
444;3;71;Appartement;69.44
2;2;22;Appartement;25.84
33;2;30;Appartement;29.62
29;2;30;Appartement;30.3
1046;3;63;Appartement;74.55
566;3;60;Appartement;60.33
142;3;54;Maison;54.11
43;1;20;Appartement;19.95
156;4;74;Appartement;72.51
32;3;64;Appartement;48.49
65;2;39;Appartement;38.87
759;3;80;Appartement;80.27
196;2;25;Appartement;25.58
64;1;19;Appartement;17.72
37;3;64;Appartement;65.34
432;3;65;Appartement;65.35
3;3;110;Appartement;119.51
259;5;145;Maison;110.69
7;2;28;Appartement;30.35
359;2;45;Appartement;45.94
711;2;35;Appartement;34.53
176;3;58;Maison;56.26
758;1;20;Appartement;48.85
207;2;40;Appartement;39.65
10;2;26;Appartement;26.47
4;1;20;Appartement;20.16
67;2;25;Appartement;25.47
4;1;23;Appartement;23.6
5;1;21;Appartement;20.57
24;2;26;Appartement;27.22
140;2;31;Appartement;30.79
37;1;28;Appartement;26.42
774;5;117;Appartement;107.4
93;2;45;Appartement;45.43
19;2;25;Appartement;25.3
175;3;67;Appartement;67.17
78;4;80;Appartement;84.67
57;1;23;Appartement;24.02
13;2;30;Appartement;30.03
69;1;23;Appartement;22.84
180;2;31;Appartement;31.24
49;1;25;Appartement;18.18
49;1;20;Appartement;22
2;2;21;Appartement;20.96
53;2;40;Appartement;20.97
70;1;31;Appartement;29.81
137;3;35;Appartement;33.16
137;3;35;Appartement;32.68
109;2;42;Appartement;42.77
89;1;21;Appartement;21.51
27;2;20;Appartement;18.8
79;3;55;Appartement;95
258;2;36;Appartement;38.99
157;3;57;Appartement;56.68
365;5;78;Appartement;76.46
93;2;25;Appartement;26.02
2;2;33;Appartement;33
24;2;28;Appartement;28.63
180;1;26;Appartement;26.7
31;1;21;Appartement;19.71
24;1;24;Appartement;24.86
10;1;26;Appartement;26.13
1;1;20;Appartement;19.41
12;2;38;Appartement;37.62
330;2;22;Appartement;22.13
4;2;20;Appartement;19.57
360;3;64;Appartement;60.29
2;2;32;Maison;31.79
229;4;70;Appartement;62.48
1029;3;77;Appartement;76.11
464;3;70;Appartement;71.01
35;1;23;Appartement;23.63
214;2;47;Appartement;47.26
162;4;52;Maison;55.56
2;2;21;Appartement;20.39
21;3;40;Maison;37.53
65;2;56;Appartement;34.3
15;1;21;Appartement;20.93
537;2;30;Appartement;30.73
4;1;26;Appartement;27.08
2;1;30;Appartement;29.9
72;4;82;Appartement;82.44
157;2;47;Appartement;50.09
19;3;41;Appartement;52.3
44;2;22;Appartement;22.68
42;3;42;Maison;47.69
4;2;25;Appartement;25.57
19;1;14;Appartement;14.18
422;4;73;Maison;74.05
485;3;59;Appartement;59.42
398;2;25;Maison;27.2
473;2;39;Appartement;38.85
74;2;42;Appartement;36.43
84;3;60;Appartement;43.5
1333;3;63;Appartement;59
42;3;42;Maison;120.38
389;3;61;Appartement;56.15
464;3;62;Appartement;62.91
90;4;84;Appartement;83.56
189;4;81;Appartement;63.37
99;4;83;Appartement;83.67
39;4;75;Appartement;76.74
204;1;15;Appartement;36.72
921;3;67;Appartement;67.8
504;1;17;Appartement;16.54
127;1;26;Appartement;26
357;3;65;Appartement;65.65
150;6;139;Maison;140
220;2;39;Appartement;39.88
240;3;65;Appartement;64.82
379;4;79;Appartement;78.72
146;2;45;Appartement;45.75
473;3;54;Appartement;59.86
55;2;41;Appartement;41.46
365;3;56;Appartement;48.49
93;1;23;Appartement;22.83
456;1;10;Appartement;9.65
413;3;59;Appartement;71.11
508;3;65;Appartement;64.88
437;1;36;Appartement;36.86
354;2;51;Appartement;51.15
491;1;26;Appartement;27.82
574;4;91;Appartement;91.86
377;2;47;Appartement;46.41
781;3;63;Appartement;63.8
92;1;18;Appartement;17.9
624;2;38;Appartement;37
149;4;75;Appartement;69.49
776;2;48;Appartement;48.55
67;2;33;Appartement;33.21
92;1;18;Appartement;18.1
359;3;56;Appartement;58.2
228;2;39;Appartement;39.15
139;3;63;Appartement;63.88
407;2;41;Appartement;41
230;1;11;Appartement;11.2
232;2;41;Appartement;45.43
230;1;10;Appartement;10.05
220;1;20;Appartement;20.09
664;2;78;Appartement;77.5
1023;1;30;Appartement;29
127;4;74;Appartement;81.1
80;2;41;Appartement;41.28
64;1;25;Appartement;25.48
169;1;31;Appartement;29.68
523;2;33;Appartement;41.55
813;4;94;Maison;93.84
13;1;35;Appartement;35.37
122;3;64;Appartement;64.55
97;1;9;Appartement;9.2
130;2;36;Appartement;36.01
108;1;30;Appartement;25.58
594;2;60;Appartement;59.21
78;1;23;Appartement;24.18
494;3;60;Appartement;59.59
282;3;63;Appartement;63.02
53;2;57;Appartement;57.32
446;4;83;Appartement;83.04
259;5;90;Appartement;82.26
77;3;72;Maison;75.31
195;5;99;Appartement;97.51
145;2;44;Appartement;44.63
413;5;89;Appartement;88.5
401;1;16;Appartement;15.77
89;2;44;Appartement;43.9
397;2;54;Appartement;49.11
1171;3;52;Appartement;51.47
663;3;73;Appartement;74.09
570;5;115;Appartement;111.3
372;3;65;Appartement;65.9
794;3;66;Appartement;66.6
1038;1;23;Appartement;22.64
716;3;53;Appartement;53.03
313;2;45;Appartement;44.76
920;3;62;Appartement;62.06
588;2;26;Appartement;26.55
723;1;15;Appartement;10.41
171;5;93;Appartement;93
444;3;60;Appartement;58.23
1484;2;52;Appartement;52.74
993;1;36;Appartement;36.3
357;2;44;Appartement;43.58
489;1;29;Appartement;9.03
377;5;96;Appartement;94.69
311;2;43;Appartement;42.33
305;3;64;Appartement;64.76
68;3;72;Appartement;73.57
520;4;80;Appartement;80.73
554;4;78;Appartement;78.06
379;3;63;Appartement;63.06
468;2;20;Appartement;18.67
51;3;64;Appartement;64
47;5;53;Maison;111.81
330;4;79;Appartement;84.08
56;1;21;Appartement;20.21
309;5;109;Appartement;107.16
327;1;24;Appartement;13.63
612;2;45;Appartement;45.55
587;4;78;Appartement;79.17
488;4;90;Appartement;89.67
90;1;18;Appartement;16.89
105;3;63;Appartement;64.53
226;2;45;Appartement;45.92
309;3;62;Appartement;62.86
328;1;30;Appartement;37.1
185;3;61;Appartement;62.19
523;3;60;Appartement;62.19
4;4;90;Appartement;92.61
375;1;20;Appartement;20.7
700;2;40;Appartement;35.02
377;4;79;Appartement;76.45
921;3;67;Appartement;68.1
71;3;64;Appartement;64.53
70;3;67;Appartement;66.46
442;1;20;Appartement;19.46
328;3;42;Appartement;2.1
483;2;39;Appartement;38.02
1091;3;66;Appartement;66.4
229;3;64;Appartement;57.27
490;2;47;Appartement;47.19
359;3;59;Appartement;58.97
534;3;59;Appartement;58.83
298;3;63;Appartement;63
875;1;15;Appartement;14.54
309;3;62;Appartement;62.35
194;3;66;Appartement;66.66
99;2;40;Appartement;40.51
439;3;67;Appartement;70.48
539;2;45;Appartement;47.06
330;3;65;Appartement;65.96
135;3;100;Appartement;99.37
408;3;54;Appartement;55.37
105;2;47;Appartement;47.77
199;5;86;Appartement;90.63
552;3;40;Appartement;31.19
475;1;28;Appartement;28.38
125;5;119;Appartement;119.14
2;2;46;Appartement;46.64
361;1;25;Appartement;30.68
164;4;92;Appartement;92.01
112;3;70;Appartement;106.1
824;4;73;Maison;77.87
956;2;51;Appartement;51.28
284;4;80;Appartement;80.32
272;1;18;Appartement;18.03
70;2;48;Appartement;48.2
631;3;64;Appartement;64.41
576;2;43;Appartement;43.58
286;1;27;Appartement;26.71
630;5;95;Appartement;28.73
826;3;61;Appartement;61.77
118;3;76;Appartement;71.12
327;2;27;Appartement;22.9
338;2;40;Appartement;54.08
685;4;77;Appartement;84.52
311;5;88;Appartement;88.43
268;4;82;Appartement;81.22
487;4;65;Appartement;64.78
269;1;27;Appartement;23.1
393;2;39;Appartement;37.66
243;3;54;Appartement;54.4
856;2;33;Appartement;33.57
104;3;65;Appartement;71.59
856;2;38;Appartement;38.48
63;4;72;Appartement;70.09
556;5;102;Appartement;103.72
477;4;78;Appartement;78.1
110;4;70;Appartement;70.06
2;3;72;Maison;74.07
184;4;77;Appartement;76.41
1094;2;29;Appartement;28.55
44;4;82;Appartement;81.78
272;1;20;Appartement;20.15
372;5;97;Appartement;97.91
17;1;32;Appartement;28.78
1632;3;60;Appartement;60.78
493;4;71;Appartement;71
629;4;93;Appartement;93.6
295;4;85;Appartement;82.41
122;4;77;Appartement;77.25
62;1;20;Appartement;20.07
663;3;72;Appartement;73
257;2;40;Appartement;161.62
716;4;74;Appartement;81.16
1100;3;66;Appartement;66.64
1116;2;35;Appartement;31.59
569;2;44;Appartement;43.68
170;2;35;Appartement;33.57
626;1;12;Appartement;35.57
74;1;23;Appartement;23.38
57;4;77;Appartement;76.57
822;4;73;Appartement;76.22
157;5;111;Appartement;110.15
101;1;30;Appartement;30.79
624;1;20;Appartement;19.37
391;3;98;Appartement;97.26
312;3;59;Appartement;61.09
476;4;64;Appartement;67.77
230;1;18;Appartement;18.1
195;3;63;Appartement;63.66
245;3;60;Appartement;63.38
465;4;88;Appartement;88.35
165;3;56;Appartement;56.19
403;1;21;Appartement;20.4
41;1;31;Appartement;31.3
174;5;101;Appartement;103.46
199;3;46;Appartement;47.3
72;1;29;Appartement;29.14
308;3;86;Appartement;86.96
50;2;36;Appartement;34.9
510;2;47;Appartement;47.52
279;2;44;Appartement;44.7
409;3;67;Appartement;66.8
251;2;46;Appartement;46.5
43;1;25;Appartement;19.74
386;2;53;Appartement;53.1
817;4;83;Appartement;81.74
260;2;46;Appartement;46.13
632;1;32;Appartement;32.03
200;3;67;Appartement;67.12
419;5;109;Appartement;108.5
73;2;45;Appartement;45.25
411;3;75;Appartement;65.2
224;2;49;Appartement;51.24
201;1;34;Appartement;39.27
170;3;62;Appartement;62.85
261;2;45;Appartement;44.66
378;2;51;Appartement;51.06
256;2;46;Appartement;45.27
376;3;68;Appartement;68.01
319;1;36;Appartement;29.75
30;4;82;Appartement;82.58
383;3;65;Appartement;65.39
545;2;31;Appartement;29.7
84;3;60;Appartement;62.75
252;3;66;Appartement;66.28
479;4;69;Appartement;70.55
429;1;35;Appartement;24.13
169;3;63;Appartement;62.6
470;3;67;Appartement;68.01
6;2;41;Appartement;40.96
516;4;79;Appartement;79.72
245;2;41;Appartement;41.5
286;4;83;Appartement;82.16
455;2;49;Appartement;48.35
337;3;65;Appartement;65.48
109;5;105;Maison;87.84
698;3;62;Appartement;62.21
114;2;56;Appartement;55.1
8;2;52;Appartement;51
310;2;41;Appartement;40.18
470;3;68;Appartement;67.24
3;2;50;Appartement;50.6
364;2;40;Appartement;39.68
170;2;40;Appartement;40.93
788;2;41;Appartement;42.1
170;4;94;Appartement;93.3
88;2;45;Appartement;44.79
358;3;64;Appartement;62.26
283;1;28;Appartement;26.91
233;3;70;Appartement;50.97
323;2;39;Appartement;39.93
302;1;43;Appartement;43.92
1376;1;23;Appartement;23.05
290;3;55;Appartement;52.92
400;2;50;Appartement;48.48
323;2;34;Appartement;33.69
37;4;73;Appartement;72.6
110;4;82;Appartement;86.15
160;1;33;Appartement;19.75
762;4;82;Appartement;88.03
450;5;97;Maison;100.07
374;1;17;Appartement;16.47
856;2;50;Appartement;51.02
1374;2;27;Appartement;28.87
238;2;48;Appartement;44.38
1374;2;65;Appartement;59.29
105;2;37;Appartement;35.78
274;4;47;Appartement;49.85
293;4;67;Appartement;67
164;1;23;Appartement;20.78
98;5;230;Maison;247.54
721;3;87;Appartement;91.8
1224;5;124;Appartement;125.55
491;4;91;Appartement;79.02
363;2;42;Appartement;44.4
322;2;74;Appartement;76.86
260;1;26;Appartement;25.83
169;1;24;Appartement;24.25
287;3;43;Appartement;51
52;3;83;Appartement;81.39
334;1;37;Appartement;36.2
100;2;32;Appartement;32
342;2;29;Appartement;29
193;2;40;Appartement;39.28
1053;1;20;Appartement;20
1053;1;23;Appartement;23.35
1053;2;33;Appartement;32.39
1053;1;23;Appartement;22.73
1374;3;44;Appartement;55.37
393;4;91;Appartement;80.09
34;1;38;Appartement;33.62
317;2;45;Appartement;43.63
720;3;68;Appartement;67.87
314;2;27;Appartement;27.21
282;2;43;Appartement;38.05
739;1;35;Appartement;24.9
655;4;56;Appartement;57.35
333;4;85;Appartement;64.8
24;1;30;Appartement;32.3
1374;3;52;Appartement;4936
2;2;53;Appartement;68.36
37;1;19;Appartement;18.94
196;1;25;Appartement;22.33
451;2;45;Appartement;45.89
217;2;66;Appartement;35.37
129;4;62;Appartement;62.83
382;2;54;Appartement;54.78
329;3;80;Appartement;55.76
313;2;30;Appartement;25.41
23;4;68;Maison;68
1237;3;94;Appartement;23
1092;3;74;Appartement;62.51
700;1;30;Appartement;26.67
201;1;27;Appartement;37.4
417;3;64;Appartement;56.1
453;2;44;Appartement;57.05
55;2;40;Appartement;36.26
124;4;85;Appartement;85.66
99;2;58;Appartement;57.43
1124;2;36;Appartement;37.03
599;1;19;Appartement;18.5
1722;2;42;Appartement;42.48
166;3;62;Appartement;62.44
3;3;39;Appartement;38.85
989;2;33;Appartement;37.81
397;2;44;Appartement;44.4
137;3;56;Appartement;56.9
823;2;47;Appartement;52.32
601;2;21;Appartement;21.73
12;2;39;Appartement;40.31
126;3;54;Appartement;54.43
266;4;84;Appartement;82.89
213;2;29;Appartement;28.59
137;3;65;Appartement;65.61
313;3;52;Appartement;57.66
197;2;54;Appartement;54.48
126;4;85;Maison;87.66
88;3;83;Appartement;93.02
262;3;68;Appartement;68.33
382;2;47;Appartement;47.32
214;3;56;Appartement;90.63
78;1;25;Appartement;21.13
785;3;61;Appartement;61.25
372;1;37;Appartement;36.7
305;3;74;Appartement;70.29
87;3;45;Appartement;49.47
1163;4;90;Maison;90.24
352;1;21;Appartement;21.45
1356;1;22;Appartement;21.45
13;3;62;Appartement;91.86
1108;1;28;Appartement;27.6
144;3;69;Appartement;62.64
251;3;54;Appartement;54.5
1389;1;28;Appartement;29.89
505;3;45;Appartement;35.55
266;1;48;Appartement;46.62
206;1;38;Appartement;35.74
407;1;17;Appartement;17.39
609;2;49;Appartement;50.02
218;2;47;Appartement;47.89
288;1;30;Appartement;24.2
502;5;118;Appartement;118.64
352;1;30;Appartement;30.93
218;3;63;Appartement;65.75
274;1;32;Appartement;30.39
417;2;48;Appartement;36.8
272;3;40;Appartement;39.25
318;2;55;Appartement;75.27
99;4;73;Appartement;77.16
20;1;8;Appartement;5.21
338;2;42;Appartement;36.59
